"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Thu Oct 10 10:29:19 GMT 2024","Thu Oct 10 10:29:20 GMT 2024","291","","com.devexperts.in.qatesting.LoginTest1","","com.devexperts.in.qatesting.LoginTest1","testSuccessfulLogin","testSuccessfulLogin()",""
"broken","Thu Oct 10 10:29:08 GMT 2024","Thu Oct 10 10:29:19 GMT 2024","11129","","com.devexperts.in.qatesting.LoginTest","","com.devexperts.in.qatesting.LoginTest","testSuccessfulLogin","testSuccessfulLogin()",""
